Student_ID,Age,Gender,Overall_Performance_Percentage,Homework_Completion,Family_Income,Distance_to_School_km,Health_Issues,Bullying_Experience,Teacher_Feedback,Fees_Status,Sibling_Count,Dropout_Status
S08488,17,Female,38,48,Low,12.8,Yes,Yes,Good,Paid,4,Dropout
S08489,11,Female,34,54,Medium,17.0,Yes,No,Average,Paid,2,Not Dropout
S08490,18,Male,65,77,Medium,13.2,Yes,No,Average,Paid,3,Not Dropout
S08491,11,Female,35,36,Medium,8.2,No,Yes,Good,Paid,4,Dropout
S08492,12,Female,56,36,Low,12.4,No,No,Good,Paid,5,Not Dropout
S08493,12,Female,30,36,Low,19.7,No,No,Average,Unpaid,3,Dropout
S08494,14,Female,63,82,Low,7.8,No,Yes,Average,Paid,0,Not Dropout
S08495,14,Male,46,84,High,15.5,No,Yes,Poor,Overdue (3+ Months),5,Dropout
S08496,15,Male,61,37,Medium,5.9,Yes,Yes,Average,Unpaid,1,Dropout
S08497,14,Female,86,83,Medium,8.7,No,Yes,Good,Overdue (3+ Months),0,Not Dropout
S08498,17,Male,56,40,Low,12.0,Yes,No,Average,Paid,4,Dropout
S08499,11,Female,83,59,Medium,2.7,Yes,Yes,Poor,Overdue (3+ Months),1,Dropout
S08500,12,Female,57,20,Low,9.1,Yes,Yes,Average,Unpaid,4,Dropout
S08501,16,Female,97,37,High,6.7,No,No,Good,Paid,2,Not Dropout
S08502,13,Male,65,47,Medium,19.8,Yes,Yes,Good,Paid,5,Dropout
S08503,12,Male,71,24,Medium,10.6,Yes,Yes,Poor,Paid,5,Dropout
S08504,14,Female,64,55,High,9.8,No,Yes,Average,Unpaid,3,Not Dropout
S08505,13,Female,86,96,High,15.0,Yes,Yes,Good,Paid,1,Not Dropout
S08506,12,Female,39,93,High,4.7,Yes,Yes,Good,Paid,4,Dropout
S08507,17,Female,42,83,Low,8.8,Yes,No,Poor,Paid,0,Dropout
S08508,15,Female,86,100,Low,14.0,No,No,Average,Paid,4,Not Dropout
S08509,16,Male,61,93,Medium,14.5,Yes,No,Good,Paid,0,Not Dropout
S08510,17,Male,86,75,Low,4.3,Yes,No,Average,Paid,1,Not Dropout
S08511,16,Female,92,57,High,18.7,No,No,Average,Overdue (3+ Months),2,Not Dropout
S08512,18,Male,34,59,Low,10.9,Yes,Yes,Good,Paid,1,Dropout
S08513,13,Male,75,63,Medium,9.6,Yes,Yes,Good,Unpaid,1,Not Dropout
S08514,14,Female,66,49,High,9.5,No,No,Good,Overdue (3+ Months),5,Not Dropout
S08515,13,Male,35,79,Medium,14.7,Yes,Yes,Poor,Overdue (3+ Months),1,Dropout
S08516,14,Female,75,31,Low,17.9,No,No,Good,Paid,0,Not Dropout
S08517,18,Male,66,100,High,4.5,Yes,Yes,Good,Paid,3,Not Dropout
S08518,13,Male,42,47,High,1.0,No,Yes,Poor,Paid,1,Dropout
S08519,14,Male,53,84,Low,16.7,No,No,Poor,Unpaid,1,Not Dropout
S08520,11,Female,71,59,Medium,0.7,Yes,Yes,Good,Paid,1,Not Dropout
S08521,12,Female,60,37,Medium,4.1,No,Yes,Good,Overdue (3+ Months),3,Not Dropout
S08522,15,Female,31,26,Medium,19.6,No,Yes,Average,Unpaid,2,Dropout
S08523,18,Male,43,66,Low,11.9,No,No,Good,Paid,0,Not Dropout
S08524,12,Female,39,43,Medium,9.2,Yes,Yes,Good,Paid,2,Dropout
S08525,17,Male,55,74,High,19.7,Yes,No,Average,Paid,5,Not Dropout
S08526,17,Male,92,26,Medium,7.1,No,No,Good,Overdue (3+ Months),5,Not Dropout
S08527,14,Female,81,90,Low,18.7,Yes,No,Average,Paid,3,Not Dropout
S08528,12,Female,47,61,Medium,10.9,No,Yes,Average,Paid,1,Not Dropout
S08529,16,Male,58,20,Medium,10.4,Yes,No,Average,Paid,3,Not Dropout
S08530,17,Male,55,65,Low,2.2,No,Yes,Poor,Overdue (3+ Months),5,Dropout
S08531,11,Male,98,91,High,18.5,No,No,Average,Paid,3,Not Dropout
S08532,16,Female,81,95,Low,19.6,No,No,Average,Paid,3,Not Dropout
S08533,17,Female,74,36,High,13.1,Yes,No,Good,Paid,1,Not Dropout
S08534,13,Female,48,77,Low,8.8,No,Yes,Poor,Overdue (3+ Months),0,Dropout
S08535,12,Male,73,37,High,10.5,No,Yes,Good,Paid,2,Not Dropout
S08536,15,Male,77,78,Medium,6.1,No,No,Average,Paid,1,Not Dropout
S08537,11,Female,36,61,Low,11.7,No,No,Poor,Unpaid,4,Dropout
S08538,15,Female,66,95,High,3.4,No,Yes,Good,Overdue (3+ Months),1,Not Dropout
S08539,16,Male,90,74,Low,14.2,Yes,No,Average,Paid,1,Not Dropout
S08540,16,Male,89,66,High,11.8,Yes,Yes,Average,Paid,0,Not Dropout
S08541,13,Male,89,63,Low,2.5,Yes,Yes,Good,Unpaid,1,Dropout
S08542,16,Female,97,60,Low,7.1,Yes,No,Poor,Paid,5,Dropout
S08543,16,Female,94,93,Low,16.2,No,No,Poor,Paid,4,Not Dropout
S08544,18,Female,46,31,High,1.9,No,Yes,Good,Paid,2,Not Dropout
S08545,12,Female,35,43,Medium,8.6,Yes,No,Poor,Overdue (3+ Months),4,Dropout
S08546,11,Male,47,85,Medium,5.0,No,Yes,Good,Paid,0,Not Dropout
S08547,13,Female,44,70,Low,18.7,No,Yes,Good,Paid,3,Not Dropout
S08548,12,Male,34,56,Medium,19.6,Yes,Yes,Average,Paid,5,Dropout
S08549,16,Female,90,72,Medium,15.2,Yes,No,Good,Overdue (3+ Months),4,Not Dropout
S08550,12,Female,66,94,Low,6.4,Yes,No,Average,Paid,5,Not Dropout
S08551,14,Male,61,46,Low,3.0,No,No,Poor,Unpaid,5,Dropout
S08552,13,Male,47,50,Low,3.0,Yes,Yes,Good,Unpaid,0,Dropout
S08553,18,Male,78,81,Medium,3.3,No,No,Average,Unpaid,1,Not Dropout
S08554,16,Female,38,36,Low,4.4,Yes,No,Good,Paid,2,Dropout
S08555,14,Male,67,56,Medium,15.3,Yes,No,Good,Paid,5,Not Dropout
S08556,17,Male,64,34,Medium,16.8,Yes,No,Good,Paid,1,Not Dropout
S08557,18,Female,45,66,High,16.3,No,Yes,Good,Paid,5,Not Dropout
S08558,17,Male,95,65,Medium,13.1,Yes,Yes,Average,Paid,5,Not Dropout
S08559,14,Male,84,23,Low,1.7,No,Yes,Good,Paid,5,Dropout
S08560,13,Female,96,76,High,11.1,No,No,Poor,Overdue (3+ Months),0,Not Dropout
S08561,12,Female,33,68,Medium,7.7,Yes,Yes,Average,Paid,0,Not Dropout
S08562,15,Female,85,99,Medium,13.1,No,Yes,Average,Paid,3,Not Dropout
S08563,11,Female,39,27,High,5.1,No,Yes,Good,Paid,1,Not Dropout
S08564,17,Male,48,23,Low,16.2,Yes,Yes,Poor,Overdue (3+ Months),1,Dropout
S08565,14,Female,44,75,Medium,14.6,Yes,Yes,Good,Paid,1,Not Dropout
S08566,14,Female,57,92,Low,11.5,No,No,Good,Paid,0,Not Dropout
S08567,18,Male,80,100,Medium,9.2,No,No,Average,Paid,5,Not Dropout
S08568,12,Male,71,22,Low,8.6,Yes,Yes,Average,Paid,2,Dropout
S08569,14,Female,85,86,Low,17.1,No,No,Average,Paid,5,Not Dropout
S08570,17,Male,50,51,Medium,19.7,No,Yes,Good,Paid,3,Not Dropout
S08571,11,Male,94,33,Low,5.7,Yes,No,Poor,Paid,3,Dropout
S08572,15,Male,67,25,Low,8.7,No,Yes,Good,Paid,0,Not Dropout
S08573,16,Male,77,30,Low,3.8,No,No,Average,Unpaid,3,Not Dropout
S08574,13,Female,54,96,Low,19.4,Yes,Yes,Good,Paid,1,Not Dropout
S08575,16,Male,77,75,Medium,15.4,Yes,Yes,Average,Paid,1,Not Dropout
S08576,11,Male,91,92,Medium,11.2,No,No,Average,Paid,5,Not Dropout
S08577,14,Female,65,33,High,1.6,No,No,Average,Paid,0,Not Dropout
S08578,16,Male,32,54,High,1.2,No,Yes,Average,Paid,2,Not Dropout
S08579,15,Female,81,48,Medium,5.0,Yes,Yes,Average,Paid,3,Not Dropout
S08580,12,Male,63,79,Low,9.8,Yes,Yes,Average,Paid,5,Dropout
S08581,15,Female,85,77,High,5.4,No,Yes,Poor,Unpaid,5,Dropout
S08582,14,Male,80,71,Low,15.1,Yes,Yes,Poor,Overdue (3+ Months),3,Dropout
S08583,18,Female,37,54,Medium,11.5,Yes,Yes,Average,Paid,3,Not Dropout
S08584,17,Male,98,90,Low,19.6,No,Yes,Good,Paid,1,Not Dropout
S08585,11,Male,71,34,Low,11.8,Yes,No,Poor,Unpaid,2,Dropout
S08586,17,Female,64,94,High,7.7,No,No,Average,Unpaid,2,Not Dropout
S08587,18,Female,49,97,High,2.3,No,No,Poor,Overdue (3+ Months),2,Not Dropout
S08588,14,Female,95,73,Medium,6.0,No,No,Average,Paid,1,Not Dropout
S08589,11,Female,76,56,Low,17.1,No,Yes,Good,Paid,4,Not Dropout
S08590,11,Male,35,57,Medium,13.8,Yes,No,Good,Unpaid,4,Dropout
S08591,13,Male,75,93,Medium,19.4,Yes,Yes,Average,Paid,2,Not Dropout
S08592,16,Female,36,76,Medium,12.9,No,Yes,Average,Paid,3,Not Dropout
S08593,14,Female,55,41,High,9.9,No,Yes,Poor,Overdue (3+ Months),0,Dropout
S08594,11,Male,94,78,High,1.3,No,Yes,Average,Unpaid,1,Not Dropout
S08595,13,Male,31,60,Low,18.3,No,Yes,Average,Paid,3,Not Dropout
S08596,18,Female,49,60,Medium,14.8,No,No,Poor,Paid,1,Not Dropout
S08597,17,Male,33,81,High,3.0,No,No,Average,Overdue (3+ Months),1,Not Dropout
S08598,16,Female,56,76,Low,15.1,Yes,Yes,Average,Unpaid,1,Dropout
S08599,14,Male,57,94,Medium,5.3,No,Yes,Good,Unpaid,5,Not Dropout
S08600,16,Male,76,69,Medium,11.6,Yes,Yes,Poor,Paid,3,Not Dropout
S08601,14,Female,91,98,Medium,6.2,Yes,No,Average,Unpaid,5,Not Dropout
S08602,15,Male,98,31,Medium,8.3,Yes,Yes,Good,Paid,0,Not Dropout
S08603,17,Male,77,96,Medium,13.2,Yes,No,Average,Overdue (3+ Months),2,Not Dropout
S08604,15,Female,64,26,High,10.3,Yes,Yes,Good,Paid,2,Not Dropout
S08605,15,Female,89,93,Medium,6.6,No,Yes,Good,Paid,2,Not Dropout
S08606,12,Female,63,29,Medium,10.7,No,Yes,Poor,Overdue (3+ Months),0,Dropout
S08607,17,Male,94,87,Medium,5.1,Yes,No,Good,Overdue (3+ Months),2,Not Dropout
S08608,12,Male,60,91,Low,19.8,No,No,Average,Paid,4,Not Dropout
S08609,15,Male,90,56,Medium,11.7,Yes,No,Average,Overdue (3+ Months),3,Not Dropout
S08610,11,Male,56,44,Low,12.9,Yes,No,Good,Paid,5,Dropout
S08611,18,Male,33,98,High,12.3,No,No,Average,Paid,4,Not Dropout
S08612,13,Female,55,58,Medium,17.6,No,No,Good,Paid,0,Not Dropout
S08613,15,Female,94,86,High,15.1,Yes,Yes,Good,Paid,0,Not Dropout
S08614,14,Male,48,90,Medium,18.9,No,Yes,Good,Paid,3,Not Dropout
S08615,15,Female,56,70,High,11.8,Yes,Yes,Average,Paid,1,Not Dropout
S08616,14,Male,79,78,Low,4.4,Yes,Yes,Good,Paid,4,Dropout
S08617,13,Male,56,67,Low,17.4,No,No,Average,Paid,1,Not Dropout
S08618,16,Male,41,80,High,18.9,Yes,Yes,Average,Paid,4,Dropout
S08619,18,Male,33,54,High,5.7,Yes,Yes,Good,Paid,3,Not Dropout
S08620,12,Female,64,54,High,8.3,No,Yes,Good,Paid,3,Not Dropout
S08621,12,Male,60,83,Low,19.9,No,Yes,Average,Paid,2,Not Dropout
S08622,14,Male,97,84,Medium,10.0,No,Yes,Average,Unpaid,0,Not Dropout
S08623,14,Female,68,71,Low,17.5,Yes,No,Poor,Paid,3,Not Dropout
S08624,13,Male,65,60,High,5.5,No,Yes,Good,Unpaid,5,Not Dropout
S08625,12,Male,82,43,Medium,14.8,Yes,No,Average,Paid,2,Not Dropout
S08626,14,Male,43,68,High,1.0,Yes,No,Average,Overdue (3+ Months),5,Dropout
S08627,13,Female,95,54,High,12.2,Yes,Yes,Good,Paid,3,Not Dropout
S08628,14,Female,96,32,Low,16.6,Yes,No,Average,Paid,4,Dropout
S08629,13,Female,82,93,Low,11.9,Yes,Yes,Poor,Overdue (3+ Months),2,Dropout
S08630,13,Male,35,85,High,2.0,No,Yes,Poor,Paid,3,Not Dropout
S08631,16,Female,87,37,Medium,6.3,No,No,Average,Paid,5,Not Dropout
S08632,13,Male,83,25,High,8.9,No,No,Poor,Overdue (3+ Months),1,Not Dropout
S08633,16,Male,47,67,High,3.8,No,Yes,Good,Paid,1,Not Dropout
S08634,12,Female,51,95,Medium,16.6,Yes,Yes,Average,Paid,1,Not Dropout
S08635,12,Male,94,71,High,16.6,Yes,No,Poor,Paid,2,Not Dropout
S08636,15,Female,57,52,High,18.8,Yes,No,Poor,Overdue (3+ Months),2,Not Dropout
S08637,11,Male,76,38,High,1.1,Yes,No,Good,Overdue (3+ Months),5,Dropout
S08638,11,Female,64,92,High,8.2,Yes,Yes,Poor,Paid,3,Not Dropout
S08639,14,Female,52,51,Low,15.8,No,Yes,Average,Paid,2,Not Dropout
S08640,11,Female,91,62,Low,13.9,No,No,Poor,Paid,3,Not Dropout
S08641,14,Male,98,25,High,1.0,Yes,No,Average,Paid,5,Not Dropout
S08642,13,Female,79,82,Medium,19.5,Yes,Yes,Average,Unpaid,3,Not Dropout
S08643,12,Male,83,36,Medium,6.3,Yes,Yes,Average,Paid,0,Not Dropout
S08644,14,Male,92,52,Low,3.1,No,No,Good,Paid,5,Not Dropout
S08645,11,Female,33,71,High,6.1,No,No,Average,Overdue (3+ Months),0,Not Dropout
S08646,18,Female,82,95,High,13.0,Yes,Yes,Poor,Overdue (3+ Months),3,Dropout
S08647,12,Female,48,22,Low,0.6,No,No,Good,Paid,1,Not Dropout
S08648,16,Male,71,69,Low,9.5,Yes,No,Good,Paid,3,Not Dropout
S08649,17,Female,92,85,High,9.6,No,No,Average,Overdue (3+ Months),4,Not Dropout
S08650,14,Female,46,77,High,15.9,Yes,Yes,Good,Paid,2,Not Dropout
S08651,16,Female,78,99,Medium,7.4,No,Yes,Average,Paid,0,Not Dropout
S08652,16,Male,98,26,High,18.6,No,Yes,Average,Unpaid,4,Dropout
S08653,16,Female,78,59,Low,7.6,No,No,Poor,Paid,4,Not Dropout
S08654,11,Female,84,77,High,12.2,Yes,Yes,Average,Overdue (3+ Months),0,Not Dropout
S08655,16,Male,72,22,Medium,19.7,Yes,No,Good,Overdue (3+ Months),2,Not Dropout
S08656,12,Male,86,28,Low,12.4,Yes,No,Poor,Unpaid,2,Dropout
S08657,13,Male,33,50,Medium,5.3,No,No,Good,Paid,4,Not Dropout
S08658,15,Male,91,76,High,18.9,Yes,Yes,Average,Paid,3,Not Dropout
S08659,12,Female,86,39,High,6.3,No,No,Good,Paid,4,Not Dropout
S08660,13,Male,53,26,Medium,8.4,Yes,Yes,Average,Unpaid,4,Dropout
S08661,15,Male,63,95,Low,18.2,No,Yes,Poor,Paid,5,Dropout
S08662,15,Female,67,24,Low,13.2,Yes,Yes,Poor,Paid,4,Dropout
S08663,17,Male,63,93,Low,2.7,Yes,Yes,Good,Paid,5,Dropout
S08664,14,Female,35,56,Medium,6.5,No,Yes,Average,Paid,3,Not Dropout
S08665,12,Male,98,44,Medium,10.0,No,No,Average,Paid,0,Not Dropout
S08666,18,Male,61,67,Low,9.5,Yes,Yes,Average,Overdue (3+ Months),1,Dropout
S08667,16,Female,60,85,High,15.5,Yes,No,Good,Paid,2,Not Dropout
S08668,13,Male,74,87,High,3.3,No,No,Poor,Paid,3,Not Dropout
S08669,15,Female,61,75,High,18.0,Yes,Yes,Good,Unpaid,3,Not Dropout
S08670,13,Female,70,70,High,7.1,No,Yes,Average,Paid,5,Not Dropout
S08671,12,Female,87,62,Low,14.5,No,No,Average,Paid,4,Not Dropout
S08672,16,Female,45,36,Medium,10.2,Yes,No,Good,Unpaid,5,Dropout
S08673,17,Female,85,79,Low,10.6,Yes,No,Average,Paid,5,Not Dropout
S08674,18,Female,67,27,Medium,19.0,Yes,No,Average,Paid,4,Not Dropout
S08675,11,Female,32,50,Low,7.2,Yes,Yes,Good,Paid,4,Dropout
S08676,16,Male,67,53,High,15.7,No,No,Poor,Paid,3,Not Dropout
S08677,16,Male,65,36,High,11.8,No,No,Good,Paid,2,Not Dropout
S08678,14,Male,43,71,Low,9.2,Yes,Yes,Poor,Paid,2,Dropout
S08679,16,Female,93,97,Low,10.8,Yes,No,Good,Overdue (3+ Months),5,Dropout
S08680,16,Male,75,75,Medium,1.4,Yes,Yes,Poor,Paid,3,Not Dropout
S08681,16,Male,96,70,Low,10.7,Yes,No,Good,Paid,1,Not Dropout
S08682,15,Male,77,55,High,12.1,No,No,Good,Paid,2,Not Dropout
S08683,11,Male,84,58,Low,1.5,Yes,Yes,Poor,Overdue (3+ Months),3,Dropout
S08684,18,Male,86,35,High,17.0,No,Yes,Average,Paid,3,Not Dropout
S08685,15,Male,35,66,Medium,7.6,No,Yes,Average,Unpaid,4,Dropout
S08686,12,Female,66,38,Medium,12.4,No,Yes,Good,Paid,1,Not Dropout
S08687,11,Male,75,28,High,0.8,No,Yes,Good,Paid,4,Not Dropout
S08688,11,Male,95,65,High,16.4,No,No,Poor,Unpaid,4,Not Dropout
S08689,15,Female,57,46,Medium,12.7,No,No,Good,Paid,3,Not Dropout
S08690,14,Male,43,23,Low,15.9,Yes,Yes,Average,Paid,4,Dropout
S08691,14,Male,72,36,Medium,7.7,No,No,Good,Overdue (3+ Months),5,Not Dropout
S08692,17,Female,67,29,Medium,0.7,No,No,Good,Overdue (3+ Months),3,Not Dropout
S08693,13,Female,89,96,High,4.3,No,Yes,Good,Paid,5,Not Dropout
S08694,16,Male,50,64,Low,13.3,No,No,Average,Paid,5,Not Dropout
S08695,13,Male,38,93,Medium,10.9,Yes,No,Average,Paid,4,Not Dropout
S08696,13,Male,32,42,Low,6.1,No,No,Good,Paid,0,Not Dropout
S08697,14,Female,77,38,Medium,18.4,No,Yes,Average,Paid,0,Not Dropout
S08698,12,Male,31,91,High,11.3,No,No,Poor,Paid,5,Not Dropout
S08699,17,Female,43,67,Medium,8.5,Yes,No,Poor,Paid,5,Dropout
S08700,18,Female,86,47,Medium,6.3,Yes,No,Poor,Paid,0,Not Dropout
S08701,12,Female,85,86,High,8.0,Yes,No,Good,Paid,5,Not Dropout
S08702,12,Female,67,38,Medium,11.0,No,No,Good,Paid,5,Not Dropout
S08703,17,Female,60,45,Medium,6.5,No,No,Good,Paid,4,Not Dropout
S08704,15,Male,83,98,Medium,12.1,Yes,No,Good,Paid,2,Not Dropout
S08705,15,Male,32,27,Low,18.4,Yes,No,Average,Unpaid,1,Dropout
S08706,13,Male,45,67,High,10.2,Yes,Yes,Poor,Paid,1,Not Dropout
S08707,17,Male,81,74,Low,8.4,No,No,Average,Unpaid,4,Not Dropout
S08708,15,Male,70,73,High,13.2,No,Yes,Poor,Unpaid,2,Not Dropout
S08709,14,Female,72,59,Medium,16.1,Yes,Yes,Good,Paid,3,Not Dropout
S08710,12,Female,66,43,Medium,4.2,Yes,Yes,Average,Paid,1,Not Dropout
S08711,17,Female,61,22,High,18.5,No,Yes,Good,Unpaid,1,Not Dropout
S08712,14,Male,31,83,Low,9.4,Yes,Yes,Average,Paid,1,Dropout
S08713,15,Male,96,98,Medium,3.0,No,No,Good,Paid,2,Not Dropout
S08714,14,Male,58,86,Medium,7.4,Yes,No,Good,Overdue (3+ Months),1,Not Dropout
S08715,18,Female,93,25,Low,1.3,No,No,Good,Unpaid,5,Dropout
S08716,13,Female,94,69,Low,18.9,Yes,Yes,Average,Unpaid,1,Dropout
S08717,16,Male,72,86,High,6.9,No,Yes,Good,Overdue (3+ Months),0,Not Dropout
S08718,18,Male,69,87,Medium,0.7,No,Yes,Good,Unpaid,5,Not Dropout
S08719,11,Female,54,93,Low,17.4,No,No,Poor,Paid,3,Not Dropout
S08720,15,Male,92,73,Low,18.6,Yes,Yes,Average,Paid,0,Not Dropout
S08721,18,Female,77,47,Low,12.2,No,Yes,Average,Paid,3,Not Dropout
S08722,12,Male,53,64,Low,9.7,No,No,Good,Unpaid,4,Not Dropout
S08723,17,Male,50,62,Medium,11.9,No,Yes,Good,Paid,0,Not Dropout
S08724,13,Female,39,61,Medium,15.4,Yes,Yes,Average,Overdue (3+ Months),5,Dropout
S08725,18,Male,88,58,Low,12.8,Yes,No,Average,Paid,0,Not Dropout
S08726,12,Female,83,66,High,17.1,Yes,No,Average,Overdue (3+ Months),1,Not Dropout
S08727,18,Female,30,91,Medium,12.6,Yes,Yes,Average,Paid,4,Dropout
S08728,11,Female,98,51,Medium,13.4,No,No,Good,Paid,3,Not Dropout
S08729,15,Male,75,93,Medium,9.5,Yes,Yes,Good,Paid,3,Not Dropout
S08730,15,Female,55,43,Low,14.5,Yes,Yes,Good,Overdue (3+ Months),1,Dropout
S08731,12,Female,64,59,High,13.9,No,No,Average,Unpaid,0,Not Dropout
S08732,13,Female,43,21,Medium,10.2,Yes,Yes,Poor,Paid,2,Dropout
S08733,13,Female,80,36,High,15.3,Yes,No,Poor,Paid,2,Not Dropout
S08734,16,Female,69,58,Medium,18.9,Yes,Yes,Average,Paid,4,Not Dropout
S08735,11,Female,45,80,High,10.4,No,Yes,Average,Overdue (3+ Months),1,Not Dropout
S08736,14,Female,50,72,Low,9.7,Yes,No,Average,Unpaid,1,Not Dropout
S08737,18,Male,40,33,High,1.0,No,No,Average,Overdue (3+ Months),2,Not Dropout
S08738,11,Female,79,46,High,6.0,Yes,No,Good,Paid,4,Not Dropout
S08739,12,Female,93,67,High,5.1,No,No,Average,Paid,5,Not Dropout
S08740,16,Male,67,52,High,9.3,No,No,Average,Paid,4,Not Dropout
S08741,13,Female,32,40,High,12.1,Yes,Yes,Poor,Unpaid,2,Dropout
S08742,12,Male,34,61,High,6.5,Yes,No,Good,Overdue (3+ Months),1,Not Dropout
S08743,14,Female,84,54,High,7.0,No,Yes,Average,Paid,3,Not Dropout
S08744,17,Female,52,85,High,2.7,No,No,Average,Overdue (3+ Months),1,Not Dropout
S08745,13,Male,90,32,High,9.7,Yes,Yes,Good,Paid,4,Dropout
S08746,11,Male,32,99,High,17.2,No,Yes,Poor,Paid,2,Not Dropout
S08747,13,Male,62,89,High,10.2,No,Yes,Average,Paid,4,Not Dropout
S08748,13,Female,48,45,Low,19.4,No,Yes,Good,Overdue (3+ Months),1,Dropout
S08749,15,Female,46,99,Medium,16.3,No,No,Good,Overdue (3+ Months),2,Not Dropout
S08750,11,Male,50,91,Low,11.8,Yes,Yes,Good,Paid,5,Dropout
S08751,15,Female,84,46,High,19.3,No,Yes,Good,Unpaid,4,Dropout
S08752,15,Male,37,90,Low,11.1,No,No,Average,Paid,2,Not Dropout
S08753,12,Female,57,31,Medium,5.5,No,No,Good,Paid,3,Not Dropout
S08754,12,Female,59,47,Medium,10.8,No,No,Average,Paid,5,Not Dropout
S08755,11,Female,74,38,Medium,3.3,Yes,Yes,Average,Paid,1,Not Dropout
S08756,17,Female,36,46,High,1.9,No,No,Good,Paid,2,Not Dropout
S08757,12,Female,89,24,High,1.0,No,Yes,Good,Overdue (3+ Months),5,Dropout
S08758,13,Male,77,46,Low,11.5,Yes,Yes,Good,Paid,0,Dropout
S08759,18,Male,52,63,High,5.7,Yes,No,Good,Paid,3,Not Dropout
S08760,17,Male,68,58,Medium,19.1,No,Yes,Poor,Paid,4,Not Dropout
S08761,15,Female,62,45,High,1.2,No,Yes,Poor,Paid,5,Dropout
S08762,14,Female,75,26,Medium,6.6,Yes,No,Average,Paid,2,Not Dropout
S08763,17,Male,47,77,Medium,19.4,Yes,No,Good,Paid,0,Not Dropout
S08764,11,Male,87,53,Low,16.3,No,Yes,Average,Unpaid,4,Dropout
S08765,14,Female,43,35,Low,18.2,No,No,Average,Paid,2,Not Dropout
S08766,17,Male,66,53,Medium,7.4,No,No,Average,Unpaid,4,Not Dropout
S08767,18,Female,93,93,Low,11.0,No,No,Average,Paid,4,Not Dropout
S08768,17,Female,93,31,Medium,19.0,No,No,Good,Paid,4,Not Dropout
S08769,14,Female,93,32,High,12.7,No,No,Average,Unpaid,4,Not Dropout
S08770,18,Male,46,92,High,14.5,No,Yes,Average,Unpaid,0,Not Dropout
S08771,12,Male,34,68,Low,5.5,No,Yes,Average,Paid,5,Dropout
S08772,12,Female,52,31,Low,6.9,No,No,Average,Overdue (3+ Months),4,Dropout
S08773,16,Male,73,55,High,18.0,Yes,No,Good,Paid,0,Not Dropout
S08774,15,Female,54,37,Medium,17.8,No,No,Poor,Paid,3,Not Dropout
S08775,18,Male,53,86,Medium,0.8,No,Yes,Good,Paid,3,Not Dropout
S08776,16,Male,41,51,High,4.9,No,Yes,Average,Overdue (3+ Months),4,Dropout
S08777,13,Female,81,81,Low,5.9,No,No,Average,Unpaid,4,Not Dropout
S08778,18,Male,73,30,High,17.2,No,No,Good,Paid,5,Not Dropout
S08779,18,Male,60,42,High,8.5,No,No,Good,Overdue (3+ Months),5,Not Dropout
S08780,12,Male,70,86,Medium,12.3,No,Yes,Average,Paid,0,Not Dropout
S08781,14,Male,59,73,High,14.9,No,No,Good,Paid,2,Not Dropout
S08782,15,Female,87,79,Low,8.7,Yes,No,Good,Paid,0,Not Dropout
S08783,11,Female,87,91,Low,17.1,No,Yes,Good,Unpaid,1,Not Dropout
S08784,11,Male,49,32,Medium,8.3,Yes,No,Average,Paid,2,Not Dropout
S08785,17,Female,36,48,High,4.4,No,Yes,Good,Paid,4,Dropout
S08786,13,Male,39,69,Medium,7.7,No,No,Average,Overdue (3+ Months),0,Not Dropout
S08787,16,Male,92,77,Low,2.2,No,Yes,Poor,Paid,5,Dropout
S08788,13,Male,82,55,Low,5.2,No,No,Good,Paid,5,Not Dropout
S08789,16,Female,39,97,Low,10.2,Yes,No,Good,Paid,0,Not Dropout
S08790,18,Female,86,39,High,12.4,Yes,Yes,Average,Paid,2,Not Dropout
S08791,17,Male,66,42,Low,2.7,Yes,No,Good,Paid,3,Not Dropout
S08792,13,Male,94,65,High,16.7,No,No,Average,Overdue (3+ Months),2,Not Dropout
S08793,18,Female,67,53,High,5.4,Yes,Yes,Good,Paid,1,Not Dropout
S08794,15,Female,67,97,Medium,8.0,No,Yes,Good,Paid,1,Not Dropout
S08795,12,Female,43,69,Low,14.9,No,Yes,Good,Paid,2,Not Dropout
S08796,18,Male,66,84,Low,18.4,Yes,No,Good,Paid,5,Not Dropout
S08797,11,Female,54,54,Low,17.7,No,No,Average,Overdue (3+ Months),5,Not Dropout
S08798,17,Female,88,61,Medium,10.2,No,No,Good,Paid,1,Not Dropout
S08799,16,Male,93,49,Low,14.8,No,No,Good,Paid,0,Not Dropout
S08800,11,Female,77,64,Medium,1.1,No,No,Good,Overdue (3+ Months),0,Not Dropout
S08801,17,Female,44,71,High,5.9,No,Yes,Average,Paid,3,Not Dropout
S08802,12,Female,64,35,Medium,17.3,Yes,No,Poor,Paid,0,Not Dropout
S08803,13,Female,94,85,Medium,5.0,Yes,No,Good,Paid,5,Not Dropout
S08804,11,Male,31,80,High,11.6,No,Yes,Poor,Paid,3,Not Dropout
S08805,13,Male,73,37,Low,0.8,Yes,No,Average,Paid,1,Not Dropout
S08806,11,Female,60,67,High,16.3,No,No,Good,Unpaid,1,Not Dropout
S08807,11,Female,88,54,High,16.6,No,Yes,Average,Paid,1,Not Dropout
S08808,14,Male,82,84,High,14.5,No,Yes,Good,Unpaid,0,Not Dropout
S08809,15,Male,70,75,High,6.3,No,Yes,Good,Paid,1,Not Dropout
