gender,age,attendance_pct,marks,homework_completion,distance_to_school,fee_status,dropout_label
female,15,73.78083447235613,,28.0,4.3,yes,0
male,11,69.17579767290158,70.0,99.0,2.4,no,0
female,12,59.14223293632578,36.0,26.0,8.0,no,0
male,13,67.16613073756554,73.0,44.0,13.7,no,1
female,17,74.56450831887496,46.0,95.0,1.3,no,0
female,13,80.59970107489613,,99.0,18.3,no,0
male,17,65.35761986676806,37.0,89.0,7.1,no,0
female,14,79.33132857789477,93.0,85.0,7.2,yes,0
male,14,75.20168414810232,66.0,41.0,12.6,no,0
male,16,65.4199948402652,44.0,75.0,19.8,no,0
male,12,75.00416632463573,60.0,54.0,3.6,no,0
male,18,76.0143498233029,94.0,75.0,5.6,no,0
male,14,58.3308282232082,38.0,,2.3,yes,1
female,18,69.12770393092315,51.0,60.0,19.5,yes,0
male,14,68.45643170520367,,23.0,1.6,yes,1
male,12,,58.0,35.0,6.3,no,1
male,11,75.9655865561653,55.0,53.0,17.8,no,0
male,15,63.24628687896968,94.0,45.0,14.4,yes,1
male,17,61.48017264401935,57.0,71.0,5.5,no,0
female,16,64.79500301866551,35.0,23.0,19.1,no,0
female,14,91.04938300077124,,88.0,3.3,no,0
female,17,72.90814609139218,41.0,83.0,7.0,no,0
female,14,83.18178096010973,98.0,,1.4,yes,1
female,12,92.7375970237922,82.0,38.0,2.1,no,0
female,13,59.62450180604999,70.0,,17.5,yes,1
female,13,84.9125347010257,,99.0,17.0,yes,0
female,15,77.76183610767796,88.0,63.0,15.1,no,0
female,16,76.30240603712794,73.0,76.0,7.3,yes,0
male,15,66.52804447651698,39.0,84.0,4.3,no,0
female,14,73.24406319603641,90.0,77.0,14.9,yes,1
male,12,55.7726856657045,48.0,29.0,9.3,yes,1
female,15,46.49404499715117,38.0,,15.8,no,1
male,11,87.88882997229607,66.0,27.0,3.3,no,0
female,11,71.84400803099754,59.0,47.0,7.4,yes,1
female,18,76.06875363289696,,87.0,11.7,no,0
female,12,52.22030561439554,63.0,,15.6,yes,1
male,14,82.68390046108495,77.0,,7.3,yes,0
male,17,56.34879152365736,63.0,36.0,14.7,yes,1
female,14,71.45032682842134,49.0,37.0,11.0,no,0
female,11,65.74037713067393,32.0,20.0,14.7,no,0
male,18,90.6017165732448,,,16.0,no,0
female,13,43.1983650038953,42.0,50.0,17.5,no,1
male,11,34.36910818151149,31.0,21.0,10.9,no,1
female,13,46.38006324784045,74.0,34.0,15.4,yes,1
male,18,74.62719508207451,51.0,79.0,6.7,no,0
female,12,61.60650281053838,73.0,66.0,1.3,yes,1
female,15,65.32726434080426,,93.0,1.2,no,0
male,14,66.76836457669866,,63.0,17.7,yes,0
male,12,87.18108023763634,73.0,100.0,,no,0
female,15,87.64320904002072,79.0,52.0,1.5,no,0
female,15,69.47952804386695,82.0,48.0,17.5,no,0
male,17,89.83937241687524,80.0,100.0,2.6,no,0
male,18,63.69823449695544,73.0,42.0,8.1,yes,1
female,16,,47.0,94.0,5.4,yes,1
female,11,66.3641044666848,67.0,80.0,1.5,yes,1
male,18,84.61099435576303,,21.0,17.2,yes,0
male,12,77.2414415286012,90.0,25.0,9.1,yes,1
male,14,,65.0,45.0,15.4,no,0
female,14,69.43346367629111,69.0,100.0,12.4,no,0
male,15,58.43473950889614,46.0,76.0,17.8,no,0
male,16,46.38341814234738,43.0,77.0,8.0,yes,1
male,12,93.4547911781902,92.0,76.0,,no,0
female,12,76.86773737672029,82.0,51.0,6.5,yes,0
male,12,75.19939353730668,57.0,42.0,,yes,1
male,14,,35.0,85.0,15.5,no,1
female,15,85.09632912326093,84.0,54.0,13.4,yes,1
female,13,81.27225545851937,57.0,93.0,0.9,no,0
male,17,73.17575073634794,48.0,94.0,,no,0
female,18,53.2070995319273,75.0,47.0,,no,1
female,16,58.21210532206416,44.0,41.0,1.6,yes,1
male,17,69.06314833625237,69.0,72.0,13.6,no,0
male,11,75.85183981342344,50.0,69.0,17.0,no,0
male,18,62.00010637984802,55.0,,17.8,no,1
male,14,78.00814770643628,72.0,22.0,18.7,no,0
male,16,60.98297091328643,53.0,25.0,1.9,yes,1
male,15,65.71781026852982,52.0,43.0,14.1,yes,1
female,18,72.85455406048555,57.0,33.0,16.0,no,0
female,14,39.72599396542091,31.0,33.0,3.6,yes,1
female,18,82.6417638837749,90.0,90.0,1.3,no,0
male,16,76.09629807630259,85.0,21.0,3.4,no,0
female,13,84.48355175317762,77.0,65.0,15.3,no,0
male,12,80.77240653592602,72.0,32.0,11.5,no,0
female,14,80.2415626292848,67.0,53.0,14.8,yes,0
male,17,74.96187908404158,60.0,66.0,8.9,no,0
female,13,68.78486885269241,42.0,82.0,11.2,no,0
female,15,93.30628213085436,95.0,55.0,2.3,yes,0
female,18,41.36698801872281,39.0,55.0,15.4,no,1
female,15,93.91324369296164,92.0,,19.1,no,0
male,13,71.44734441442398,39.0,78.0,19.2,no,0
female,15,88.12178379632914,74.0,,4.3,no,0
male,15,80.57867936976139,86.0,49.0,11.1,no,0
male,14,76.2346337473096,67.0,37.0,15.6,no,0
female,15,55.52238037847437,35.0,96.0,19.9,yes,1
female,11,90.91355569103948,94.0,86.0,2.2,no,0
male,12,57.267474340054775,34.0,82.0,13.1,yes,1
male,17,85.05616780654991,83.0,43.0,3.5,yes,1
female,15,81.01502549594741,,54.0,6.3,no,0
female,17,73.78532881995469,69.0,70.0,1.0,no,0
female,15,77.26437193967864,30.0,100.0,4.8,no,0
female,13,46.85974562277102,72.0,51.0,11.6,yes,1
female,13,62.474687762463375,33.0,90.0,1.7,no,0
female,16,49.724024464195466,66.0,,,yes,1
female,17,65.0966263751573,42.0,62.0,8.9,no,0
female,13,,,81.0,0.7,no,0
male,17,77.04978751907767,69.0,73.0,15.7,no,0
female,17,56.22817190491061,78.0,48.0,14.2,yes,1
male,16,,41.0,,7.8,yes,1
female,11,42.94939147015504,41.0,97.0,5.7,no,1
female,14,76.05720850797947,82.0,88.0,1.7,no,0
female,12,65.32299929410402,56.0,38.0,9.7,no,0
female,14,93.83632039953784,86.0,80.0,15.2,no,0
female,15,36.20323102617144,40.0,39.0,7.7,yes,1
female,16,55.911890950387495,32.0,80.0,12.2,no,1
female,13,76.6023935852845,56.0,79.0,16.5,no,0
female,11,84.06844060856757,91.0,45.0,15.3,yes,1
male,13,54.63503704984159,68.0,51.0,19.1,yes,1
male,18,79.53787272412222,93.0,24.0,12.2,yes,1
female,16,64.26360674920261,75.0,92.0,18.0,no,0
female,14,41.2650961499785,,,,no,1
male,11,84.74177279163698,53.0,,7.8,no,0
male,17,91.88910506717792,76.0,76.0,16.8,no,0
male,12,67.45042712369846,39.0,95.0,4.3,no,0
female,18,67.56482539810087,54.0,60.0,14.7,yes,0
male,17,57.73833698118708,65.0,,8.1,no,1
female,12,77.26558153144225,,,4.6,no,0
female,12,83.38453297155256,74.0,,1.0,no,0
female,12,56.479719298123136,50.0,63.0,6.8,yes,0
female,18,97.69386395809852,68.0,28.0,4.5,no,0
male,17,44.21232337270376,33.0,96.0,1.0,no,1
female,14,80.1534586664401,80.0,94.0,9.9,no,0
male,13,64.55483031733928,84.0,35.0,10.2,yes,1
female,15,87.9200258727015,81.0,,15.3,no,0
male,15,87.5209860747176,90.0,63.0,10.2,no,0
male,11,78.98052917461742,70.0,38.0,9.9,no,0
female,12,70.78750819193712,35.0,92.0,8.4,no,0
female,13,74.38986649338493,59.0,50.0,18.2,no,0
male,16,74.331732274019,48.0,53.0,1.8,no,0
female,11,77.87608596100706,53.0,93.0,8.8,yes,0
female,11,86.56289630671677,90.0,91.0,1.5,yes,0
female,14,86.53280795942808,91.0,31.0,1.4,no,0
female,12,61.65608162137198,64.0,29.0,11.4,no,1
female,12,62.63822514766372,51.0,55.0,17.0,no,0
male,12,74.27334164508187,,92.0,5.8,yes,0
female,18,68.06733232168044,35.0,64.0,0.9,no,0
female,14,67.80183422754578,50.0,78.0,6.0,no,0
male,12,75.60499500906317,69.0,67.0,19.3,yes,0
female,11,88.31277323220728,76.0,34.0,10.7,yes,0
male,16,72.96148286406634,55.0,76.0,12.1,yes,0
male,12,71.07597052540197,84.0,81.0,16.3,yes,0
female,15,75.43294710519403,69.0,63.0,1.6,yes,0
male,11,,91.0,40.0,12.0,no,0
female,13,84.35004405447485,89.0,,13.1,no,0
male,18,,43.0,,11.1,no,0
male,18,77.78864802095947,58.0,65.0,10.4,yes,0
male,18,82.02539557928628,85.0,91.0,1.3,yes,0
female,14,68.18384952305377,61.0,,16.9,no,0
male,14,71.72082271468335,57.0,92.0,17.6,no,0
female,14,63.07650769328267,32.0,80.0,13.7,no,0
female,13,85.00384604307658,98.0,42.0,17.3,no,0
male,15,48.166471251887074,38.0,94.0,16.6,yes,1
female,14,,33.0,55.0,6.3,yes,0
male,13,89.29123599657261,89.0,42.0,,yes,0
female,15,63.928510271216346,31.0,73.0,10.1,yes,1
male,15,,67.0,78.0,15.2,no,0
female,18,38.85902575410252,30.0,95.0,8.5,no,1
female,14,83.90707849560432,86.0,52.0,16.2,yes,0
female,18,87.3010834815812,87.0,,1.2,no,0
female,13,74.1427093878245,70.0,87.0,,no,0
female,16,67.70420193051197,,43.0,15.8,no,1
female,15,74.5778128748604,,90.0,18.1,no,0
male,13,76.50897883062567,48.0,73.0,11.3,no,0
male,11,83.70536105004047,86.0,91.0,1.9,no,0
male,11,79.33794282212939,76.0,48.0,5.8,yes,0
female,12,67.65860755410031,52.0,80.0,4.7,yes,0
male,15,48.63451128493087,39.0,23.0,15.9,no,1
female,18,94.57652741113318,94.0,58.0,15.7,no,0
male,16,69.29026312658688,,79.0,17.0,no,0
male,11,73.89336388802032,63.0,96.0,5.2,no,1
male,18,81.36862851732121,,26.0,16.1,no,0
female,17,90.50349160904776,84.0,70.0,,no,0
female,14,66.69983994126238,85.0,56.0,12.9,yes,1
male,11,77.70639137547099,88.0,99.0,6.5,yes,0
female,18,89.93662067977426,84.0,96.0,17.2,no,0
female,11,69.98605636079601,45.0,58.0,9.9,no,0
female,12,79.35358421568047,86.0,66.0,,yes,0
male,13,84.05024196317544,95.0,38.0,3.7,no,0
female,15,78.86522732175615,88.0,66.0,1.0,no,0
male,11,44.580885915573134,33.0,46.0,17.5,no,1
male,11,,90.0,70.0,1.6,no,0
male,15,79.40955938810174,78.0,28.0,0.9,no,0
male,12,88.88842006196519,92.0,74.0,3.1,no,0
female,13,79.60944398611613,68.0,84.0,2.2,no,0
male,17,65.43054811573111,,39.0,13.0,no,1
male,13,,49.0,,4.7,no,0
female,14,57.1601016336765,39.0,70.0,19.3,yes,1
female,16,70.88699795903165,33.0,55.0,4.7,no,0
female,13,65.86856662694339,55.0,76.0,,no,0
female,18,87.95031002801706,94.0,45.0,12.7,yes,0
male,13,73.23856114588297,82.0,83.0,8.5,no,0
male,18,79.10359709601657,72.0,85.0,4.9,no,0
male,13,84.34293948179715,56.0,83.0,1.9,no,0
male,13,82.67998072658924,68.0,23.0,10.7,yes,0
male,17,70.34033203112337,82.0,23.0,18.7,yes,0
male,14,76.84473984719196,47.0,99.0,19.8,no,0
female,13,83.28010082839637,48.0,53.0,12.4,yes,0
male,12,,70.0,25.0,13.8,no,0
male,18,84.99297714605274,82.0,61.0,12.0,no,0
female,12,64.10415447952226,51.0,86.0,,no,0
female,12,70.3384712615539,34.0,57.0,1.7,no,0
male,13,57.628714733173865,54.0,30.0,11.0,yes,1
male,18,73.92134446757309,59.0,66.0,9.9,yes,0
female,17,79.8715862141601,53.0,67.0,15.3,yes,0
male,12,50.90292947773921,40.0,,,yes,1
male,15,84.34582549469916,82.0,66.0,6.8,no,0
male,16,69.0156490544282,91.0,38.0,,no,0
female,14,62.81288709442867,38.0,59.0,7.1,yes,0
male,15,73.5614399221243,54.0,99.0,12.0,no,0
male,18,82.11085259736845,90.0,63.0,16.1,yes,0
male,12,72.9061097860628,79.0,54.0,18.8,yes,0
male,13,44.17612641907776,38.0,34.0,6.0,no,1
female,16,55.41061185159048,36.0,99.0,7.8,yes,1
male,16,70.65676620120561,46.0,99.0,4.8,yes,0
female,15,70.08390669018647,,46.0,4.0,no,0
male,11,57.71036361691353,37.0,45.0,12.9,no,1
female,15,77.73807498538054,75.0,47.0,12.5,no,0
female,17,92.66282066322708,89.0,20.0,13.6,no,0
male,11,76.6675922835611,85.0,85.0,13.9,no,0
male,15,95.94641608427496,88.0,28.0,5.4,yes,0
male,15,93.51214337211384,97.0,68.0,8.7,no,0
female,17,73.157213982773,60.0,71.0,18.9,yes,0
female,12,41.83342327675398,,,7.4,yes,1
male,17,80.84685617372882,36.0,31.0,0.7,yes,1
female,17,56.032478518462256,61.0,20.0,1.9,no,1
female,12,37.84456499601561,57.0,85.0,16.5,yes,1
female,14,74.75427513750498,86.0,99.0,3.0,yes,0
male,16,25.0,31.0,38.0,13.2,no,1
male,11,66.2296674807896,77.0,61.0,9.3,yes,1
male,16,84.48300693923645,94.0,41.0,10.4,no,0
male,15,94.45964877386098,93.0,90.0,18.1,yes,0
female,17,50.95739881635917,51.0,,19.1,no,1
female,16,57.52480194800053,34.0,100.0,19.4,no,0
female,14,73.79100912715225,50.0,23.0,4.4,no,0
female,14,93.74080373428738,92.0,64.0,6.4,no,0
female,11,49.004790591985774,36.0,98.0,13.1,yes,1
male,16,58.30090724964622,,50.0,18.1,no,0
male,16,61.49629099780847,49.0,86.0,5.6,no,0
male,12,79.31580252745535,71.0,77.0,,yes,0
male,18,65.87077275843666,,25.0,19.6,yes,0
female,17,67.26112365160563,30.0,44.0,3.9,no,0
male,13,85.03476921358171,88.0,89.0,9.3,yes,0
male,17,77.11452768285642,76.0,80.0,14.2,no,0
female,14,85.63295205187752,56.0,59.0,19.0,no,0
female,16,,,98.0,19.6,yes,0
female,12,86.6330225364033,72.0,89.0,10.6,no,0
female,12,,62.0,100.0,18.3,yes,0
female,14,60.450717769679,72.0,96.0,2.0,yes,1
male,15,72.3749823165621,54.0,65.0,,yes,0
female,16,61.5459266565726,95.0,89.0,,yes,1
male,16,90.49094419075152,96.0,67.0,16.2,no,0
male,15,81.80269938255725,95.0,42.0,,no,0
male,16,65.6042365923259,57.0,39.0,8.3,no,1
male,14,73.10102338686391,68.0,79.0,4.7,yes,0
male,14,26.643920920917218,30.0,64.0,7.3,no,1
female,13,75.15679088411052,64.0,51.0,5.5,no,0
male,14,54.36954314397634,42.0,48.0,11.2,no,1
female,14,51.67542655637464,63.0,37.0,,no,1
female,11,79.23395764910148,82.0,88.0,1.0,no,0
female,17,77.68025655974772,74.0,39.0,5.9,no,0
male,15,70.31595832972789,,56.0,12.1,no,0
male,17,70.55855587884021,43.0,70.0,14.1,no,0
male,15,68.16176988574102,38.0,85.0,11.1,yes,0
male,12,75.24870527656287,83.0,82.0,8.6,no,0
male,13,69.12646985460975,48.0,91.0,7.3,no,0
male,16,83.14102521953896,73.0,67.0,18.2,no,0
male,15,86.37001715135831,75.0,78.0,14.0,yes,0
male,11,73.75120386168253,54.0,,5.5,no,0
male,13,53.88125251142699,44.0,39.0,14.4,yes,1
female,17,69.22573104787875,,51.0,3.2,yes,0
female,12,80.93461727766534,89.0,20.0,0.6,yes,0
female,18,,79.0,58.0,3.1,no,0
female,12,72.79310843829461,84.0,49.0,5.9,yes,0
female,15,79.97458595312881,,40.0,6.5,no,0
female,18,91.29553306424523,94.0,74.0,8.6,no,0
female,11,80.52617326100778,86.0,32.0,5.6,no,0
female,13,67.52008229272754,41.0,66.0,9.0,yes,0
female,14,78.19744324179771,77.0,43.0,1.6,yes,0
female,15,49.64931945179725,32.0,93.0,12.4,no,1
female,17,60.78458618300608,55.0,43.0,12.5,yes,1
male,16,66.580408312341,92.0,90.0,1.8,yes,1
male,13,79.76866335850796,76.0,83.0,,no,0
male,12,45.708989753201045,45.0,70.0,1.2,yes,1
female,16,75.13940756483363,54.0,89.0,,yes,0
male,18,83.86013912368882,87.0,24.0,1.8,no,0
male,12,90.8960378859008,95.0,89.0,13.4,no,0
male,12,73.11695433387965,79.0,23.0,7.8,no,1
male,15,92.6895712785819,81.0,100.0,3.1,yes,0
female,12,84.08022361549112,88.0,69.0,12.9,yes,0
male,14,63.76815863961831,57.0,42.0,17.4,no,0
male,13,71.6213552563055,34.0,76.0,2.2,no,0
female,12,82.37020987313662,75.0,54.0,4.9,yes,0
female,18,,87.0,24.0,16.2,no,0
male,16,79.16470071158679,78.0,55.0,6.2,no,0
male,16,56.67789988130335,,62.0,7.8,no,0
male,17,62.83488240772624,59.0,71.0,13.3,no,0
male,15,52.09906595887573,,95.0,8.8,yes,1
male,15,78.61133360047386,83.0,22.0,15.6,no,0
male,12,85.98340869357891,75.0,84.0,2.8,no,0
male,14,75.80089037858508,95.0,78.0,15.3,no,0
female,14,,38.0,97.0,2.7,no,0
female,14,87.7754379653548,87.0,73.0,8.8,no,0
male,13,78.35424347509861,72.0,26.0,13.6,no,0
female,16,54.78133700957041,61.0,25.0,7.1,no,1
male,11,73.5141148346422,54.0,85.0,4.4,no,0
male,18,70.49166662675836,48.0,82.0,16.0,yes,0
female,18,68.7157238824982,52.0,52.0,6.6,no,0
male,18,55.792293606379005,58.0,46.0,14.9,yes,1
male,12,57.460613967446434,62.0,22.0,1.1,no,1
female,14,88.27404736861826,70.0,80.0,3.2,yes,0
female,13,67.65617138511163,56.0,68.0,14.6,no,0
female,15,42.35346184482312,50.0,38.0,,yes,1
female,13,78.30902920274082,77.0,30.0,6.3,no,0
male,17,38.20561661383893,30.0,23.0,,no,1
female,14,67.8411915319417,38.0,32.0,11.3,no,1
male,16,88.44697641106063,93.0,73.0,11.2,no,0
female,18,81.08973163004839,80.0,39.0,19.1,no,0
male,17,46.008289362420406,36.0,36.0,9.6,yes,1
male,16,91.50239604165016,63.0,84.0,4.2,no,0
female,15,,66.0,,7.5,yes,0
male,17,78.23166542479464,35.0,74.0,10.5,no,0
female,14,49.774676893687584,50.0,23.0,8.2,yes,1
male,15,49.62654375107436,32.0,41.0,16.6,no,1
female,11,,,69.0,5.4,no,0
female,12,42.27206915244686,31.0,,6.9,no,1
male,16,79.65742302840805,85.0,81.0,14.0,no,0
male,18,42.3885204304779,34.0,27.0,2.1,yes,1
female,15,75.30330920795633,82.0,77.0,14.6,yes,0
male,13,77.16442507901533,50.0,43.0,15.7,yes,0
female,14,85.5054056707997,73.0,59.0,,yes,0
male,12,37.75717082953901,33.0,45.0,,no,1
female,17,70.29227408677743,51.0,79.0,8.0,no,0
male,14,80.12562185710533,98.0,88.0,14.0,no,0
female,13,81.21559292376594,72.0,,7.5,no,0
male,15,68.30211534676222,97.0,77.0,17.6,no,1
female,12,67.80687515557436,,25.0,8.9,no,1
female,15,77.34947164250622,57.0,46.0,4.5,no,0
male,12,83.21998229094342,91.0,65.0,13.4,yes,0
male,12,77.0281377028567,76.0,49.0,9.5,no,0
male,15,89.14713841320834,92.0,36.0,,no,0
male,13,84.33177936576514,92.0,65.0,5.4,no,0
male,15,86.64219434263477,89.0,60.0,6.6,no,0
male,12,79.49729320084526,63.0,26.0,9.3,no,0
female,14,76.38935608657512,56.0,92.0,17.6,yes,0
male,15,,78.0,27.0,19.4,no,0
female,14,,61.0,99.0,3.8,no,0
female,16,72.34161505501496,69.0,83.0,17.7,no,0
female,18,69.13148387837427,40.0,44.0,3.8,no,0
male,14,74.98306368235413,59.0,,9.0,no,0
female,13,,58.0,52.0,,no,0
female,13,85.31830186741246,,96.0,2.0,no,0
male,15,43.16947346363911,61.0,32.0,8.6,no,1
female,11,67.99985356995596,37.0,55.0,,yes,1
female,11,92.39724979767708,87.0,37.0,4.8,no,0
male,16,74.45714161189017,97.0,24.0,10.0,yes,1
male,13,71.67310898563692,72.0,89.0,3.2,yes,0
male,16,68.31296978245614,81.0,,7.7,no,1
female,14,50.02562524644966,77.0,89.0,5.0,yes,1
male,13,70.29796657570097,48.0,55.0,12.0,no,0
male,17,63.21837221984993,31.0,,4.9,no,0
male,16,76.18216508675656,69.0,,4.1,no,0
female,18,46.57280917107661,34.0,,8.1,no,1
female,16,70.62337858521019,72.0,35.0,11.6,no,0
female,15,88.96315018729874,56.0,50.0,7.6,no,0
female,17,70.43225932332108,43.0,42.0,9.3,no,0
male,14,91.62033858364096,92.0,40.0,14.0,no,0
female,11,63.0459691617236,31.0,77.0,1.3,no,0
female,13,77.81840243290604,56.0,93.0,13.0,no,0
female,12,75.13057375882002,,93.0,2.2,no,0
male,13,77.19789288149624,48.0,48.0,15.2,no,0
male,18,66.04852441771037,33.0,30.0,6.2,no,0
female,13,89.67485047266497,75.0,21.0,14.8,no,0
male,14,71.10004816083162,77.0,,8.4,yes,0
female,14,78.68105513024754,51.0,74.0,16.0,no,0
female,18,,48.0,71.0,14.1,yes,0
female,18,75.58454180025045,82.0,52.0,6.6,yes,0
female,14,96.6980149812968,90.0,67.0,10.3,no,0
male,17,80.14679567737574,37.0,31.0,,no,0
male,18,,35.0,69.0,19.4,no,0
male,13,71.11374164027869,42.0,93.0,7.4,no,0
male,15,44.099642551231824,33.0,59.0,6.5,no,1
male,17,69.18274029240223,30.0,91.0,4.4,no,0
female,17,86.44783653215413,65.0,30.0,8.4,no,0
female,14,91.43808605734206,86.0,44.0,17.3,yes,0
female,17,78.57068034479823,65.0,84.0,12.5,no,0
male,16,96.94575275819332,84.0,,3.5,no,0
female,17,82.20213309305772,63.0,59.0,17.7,no,0
female,13,76.1860886803791,70.0,48.0,1.8,no,0
female,14,72.22021015258139,61.0,59.0,15.7,yes,0
male,14,,51.0,81.0,12.6,yes,0
female,14,75.50438837285822,77.0,48.0,,yes,0
male,15,43.73940624809496,30.0,85.0,17.1,no,1
male,11,84.09069708383446,94.0,87.0,14.1,no,0
male,18,72.54061637763975,43.0,89.0,10.9,no,0
male,18,47.57677992608831,30.0,48.0,5.2,no,1
male,18,78.50308335217512,98.0,,8.2,yes,0
male,12,67.66454476316731,91.0,47.0,18.6,no,1
female,18,76.45228851265377,72.0,57.0,10.9,no,0
male,12,88.7255921934368,62.0,85.0,18.4,yes,0
male,18,73.71513704573698,48.0,76.0,16.9,yes,0
male,16,72.0690115913794,72.0,29.0,12.2,yes,1
female,18,56.60397824962836,30.0,50.0,13.6,no,1
male,17,80.38485451017675,49.0,,20.0,no,0
male,11,65.22464288969687,43.0,37.0,6.0,yes,1
female,16,45.09203641157632,31.0,87.0,10.6,yes,1
male,12,83.18737477869604,63.0,86.0,7.6,yes,0
male,14,89.56162432192993,55.0,37.0,2.5,no,0
male,12,65.90027928678929,34.0,92.0,18.3,yes,0
female,11,89.25208173672758,93.0,82.0,15.4,yes,1
male,11,69.96695698818606,42.0,82.0,,no,0
male,18,78.2881718291061,59.0,87.0,13.3,no,0
male,18,79.26559891273216,72.0,55.0,4.7,yes,0
male,17,65.70621982002446,73.0,62.0,19.1,no,0
female,14,60.82929671453283,69.0,44.0,3.8,no,1
male,18,53.03850778642124,87.0,74.0,7.3,no,1
male,18,74.779198273408,74.0,60.0,17.4,no,0
female,11,74.00196259135072,36.0,31.0,1.5,no,0
female,14,86.75673773565917,,56.0,8.2,yes,0
male,16,76.89360965561848,69.0,45.0,7.6,no,0
male,15,70.8690021038554,92.0,47.0,19.2,yes,1
female,17,46.33720976175452,71.0,48.0,0.6,no,1
male,18,80.74944654854761,69.0,33.0,7.6,no,0
female,13,58.225452499954,59.0,24.0,12.4,yes,1
female,16,70.37951941340806,39.0,74.0,6.5,no,0
male,14,59.24010119104377,36.0,73.0,2.5,yes,1
female,11,62.84432821174148,80.0,79.0,5.9,yes,1
female,13,49.96055593099001,72.0,46.0,8.3,yes,1
male,16,72.30200197022084,41.0,47.0,16.7,yes,1
male,14,80.14605898754569,57.0,53.0,14.6,yes,0
male,11,92.43272412543816,97.0,95.0,2.1,no,0
male,12,87.18129660514775,89.0,93.0,6.5,no,0
male,17,62.58964026430469,32.0,60.0,18.1,no,1
female,12,,39.0,99.0,2.8,no,0
male,17,65.72232839269599,30.0,36.0,19.7,no,0
female,13,63.48602927050824,50.0,93.0,4.4,no,0
female,12,79.4425234393229,81.0,80.0,15.0,yes,0
male,13,88.28238593637637,69.0,100.0,13.3,no,0
male,13,78.68739424883458,48.0,57.0,2.8,no,0
male,17,89.77239806078884,94.0,60.0,8.1,yes,0
female,13,,55.0,26.0,17.4,no,0
male,11,58.50081168183662,69.0,43.0,2.7,no,1
male,17,75.3782744078419,56.0,78.0,2.5,no,0
female,18,87.79725774048052,,,9.1,no,0
male,17,,50.0,34.0,4.4,yes,1
female,16,75.61014802813726,94.0,97.0,9.8,no,0
male,15,77.85904865182975,66.0,41.0,2.8,yes,0
male,16,64.546032389982,64.0,87.0,3.7,yes,0
male,13,86.16635814856784,79.0,97.0,16.3,no,0
male,17,79.1340511871797,87.0,35.0,10.8,no,0
female,13,78.79433518092651,97.0,63.0,19.6,no,0
female,16,79.05296317521288,55.0,97.0,,no,0
male,12,,54.0,21.0,11.5,yes,0
male,18,81.06411346320952,74.0,80.0,5.6,no,0
male,16,69.5807451211768,63.0,59.0,16.0,yes,1
male,14,76.70049896841252,51.0,86.0,7.6,no,0
female,12,78.23677134145758,,92.0,6.1,no,0
female,11,82.57098436515514,73.0,96.0,0.7,no,0
male,16,53.39265856101005,57.0,85.0,,yes,1
female,13,85.4805805779511,67.0,66.0,19.7,no,0
male,12,72.3701564030317,44.0,94.0,5.3,no,0
male,15,78.69351670684281,63.0,98.0,15.5,no,0
female,17,68.11307901576964,66.0,46.0,11.0,no,0
female,17,50.851192246001,63.0,39.0,9.4,no,1
male,11,57.08474414482667,39.0,49.0,7.4,no,1
female,17,75.84745523217353,83.0,26.0,15.2,no,0
male,18,69.50454063575026,45.0,79.0,10.6,no,0
male,12,79.34524039457969,64.0,53.0,2.2,yes,0
female,11,55.02858115150593,53.0,44.0,14.3,no,1
male,14,70.70377194302058,74.0,94.0,19.2,no,0
female,11,74.57873395085926,63.0,70.0,,no,0
male,13,,73.0,49.0,10.0,yes,1
female,18,,,30.0,2.1,no,0
male,16,82.23885513993486,81.0,70.0,3.2,yes,0
female,12,74.60683770869537,66.0,51.0,10.9,no,0
male,18,72.26082030643288,59.0,83.0,9.2,no,0
male,14,79.12350230430235,71.0,90.0,,no,0
male,11,76.96675355641534,45.0,70.0,5.0,no,0
female,14,81.35543529306156,74.0,76.0,11.4,no,0
female,14,58.023114347030415,50.0,47.0,1.5,no,1
male,17,45.51377065763974,44.0,98.0,19.2,no,1
female,13,,98.0,65.0,,no,0
female,16,52.07533389689765,60.0,40.0,8.6,yes,1
female,13,46.76796769558851,51.0,34.0,11.6,yes,1
male,17,61.23520029403122,37.0,68.0,8.7,no,0
male,14,63.58582184487737,39.0,27.0,3.8,yes,1
male,15,61.10563724412307,73.0,51.0,5.8,no,1
male,15,46.5076082177674,44.0,43.0,20.0,no,1
male,17,76.7241313797097,88.0,99.0,17.8,no,1
male,17,86.19885966946184,77.0,38.0,8.7,no,1
female,12,86.67377930918764,96.0,50.0,19.4,no,0
male,15,81.63647946794795,42.0,34.0,5.9,yes,0
male,13,69.66006276631495,70.0,90.0,18.5,no,0
male,17,72.65347563703594,67.0,61.0,,no,0
male,13,68.19300690273722,74.0,55.0,2.7,no,0
female,16,76.9110826083084,62.0,77.0,9.3,yes,0
female,13,50.44810620320283,40.0,89.0,8.6,yes,1
female,16,,76.0,20.0,,no,0
male,17,80.5365099319028,75.0,67.0,,no,0
female,16,78.86650425492618,60.0,61.0,17.0,no,0
male,18,47.185483513946544,32.0,68.0,5.3,no,1
female,15,72.3059639206077,42.0,98.0,8.8,no,0
female,14,,94.0,,4.4,yes,0
female,12,,74.0,36.0,17.0,no,0
female,14,60.06573406856589,91.0,84.0,,yes,1
female,12,88.77417743688855,89.0,82.0,14.4,no,0
male,14,92.35002953434748,97.0,92.0,5.6,no,0
