gender,age,attendance_pct,marks,homework_completion_pct,distance_to_school,Tution_fee_status,Transportation_fee_status,has_schlorship,has_transportation,dropout
0,8,86.0,74.2,91.0,440.6,1,Not Applicable,0,0,No
1,10,74.0,46.7,51.2,1835.2,0,Paid,0,1,Yes
1,12,69.1,61.9,77.8,3775.2,1,Paid,0,1,No
0,11,75.4,69.2,64.6,4238.8,0,Not Applicable,0,0,Yes
0,13,57.9,55.8,58.6,5347.3,0,Not Applicable,0,0,Yes
0,7,76.7,73.4,57.9,2388.7,1,Not Applicable,1,0,No
1,9,74.6,59.5,52.6,1610.1,1,Not Applicable,0,0,Yes
1,13,86.4,83.6,81.1,652.9,0,Not Applicable,0,0,Yes
1,11,62.0,42.9,58.4,1882.1,0,Not Applicable,0,0,No
0,15,74.6,55.3,64.6,2225.5,1,Not Applicable,0,0,No
0,14,65.8,62.3,62.0,3117.6,1,Partial,0,1,No
1,13,59.3,55.4,43.8,6779.2,1,Not Applicable,0,0,No
0,12,96.2,87.7,85.2,2156.4,1,Partial,0,1,No
1,13,53.4,33.2,38.3,3963.7,0,Not Applicable,1,0,Yes
0,7,49.1,28.0,41.2,4203.9,1,Not Applicable,0,0,Yes
1,16,78.8,69.4,65.7,3412.2,1,Paid,0,1,No
1,17,67.3,48.7,52.5,862.1,0,Not Applicable,0,0,No
0,12,97.9,82.7,71.9,675.7,1,Paid,0,1,No
1,11,84.6,73.1,87.6,1223.0,1,Paid,0,1,No
1,12,77.2,53.2,58.4,1214.0,1,Not Applicable,0,0,No
0,12,100.0,96.1,82.4,1548.9,1,Paid,0,1,No
0,16,73.8,46.1,57.0,372.5,1,Not Applicable,0,0,Yes
1,9,83.9,77.9,70.3,749.1,1,Paid,0,1,No
0,10,76.7,57.3,70.6,177.4,1,Not Applicable,0,0,No
1,9,58.1,53.2,51.8,427.6,1,Not Applicable,0,0,No
0,10,59.2,60.3,65.7,1309.0,0,Not Applicable,0,0,Yes
0,8,61.2,40.4,48.1,1928.1,0,Paid,0,1,No
0,18,47.4,50.9,56.8,6046.4,1,Partial,0,1,Yes
0,7,85.4,63.5,74.7,1152.6,1,Paid,0,1,No
0,15,77.6,55.9,78.5,112.7,1,Paid,0,1,No
0,8,95.1,84.3,72.4,389.4,1,Not Applicable,0,0,No
1,14,88.0,84.0,91.5,487.0,1,Not Applicable,0,0,No
1,5,99.2,94.7,100.0,480.5,1,Paid,0,1,No
1,12,68.9,53.3,60.8,1058.1,1,Not Applicable,0,0,No
0,11,91.2,91.1,82.8,939.5,1,Paid,1,1,No
1,7,84.3,56.6,80.6,3678.4,1,Not Applicable,0,0,Yes
0,15,75.1,72.3,79.5,7097.5,1,Not Applicable,1,0,No
0,7,78.5,69.2,74.0,1901.2,1,Not Applicable,0,0,No
0,17,73.1,79.8,66.2,588.6,0,Partial,0,1,No
0,16,72.2,67.2,67.2,3814.1,1,Not Applicable,0,0,No
1,8,75.3,65.9,65.2,1483.1,1,Not Applicable,0,0,No
0,5,78.8,56.8,68.8,2023.3,1,Not Applicable,1,0,Yes
1,5,62.5,64.5,64.6,3037.3,0,Not Applicable,0,0,Yes
0,8,59.3,52.5,44.0,709.6,1,Partial,1,1,Yes
1,7,65.2,44.0,53.6,2225.8,1,Not Applicable,0,0,Yes
1,11,77.8,63.9,74.7,1691.5,0,Partial,0,1,Yes
0,16,83.0,80.5,75.5,4709.9,1,Not Applicable,1,0,No
1,13,73.8,68.4,76.4,1436.7,1,Not Applicable,1,0,No
1,17,82.8,83.4,79.3,1073.9,1,Not Applicable,0,0,No
1,10,83.1,66.2,61.5,542.0,1,Paid,0,1,No
1,8,66.8,64.1,60.6,12831.9,1,Not Applicable,0,0,No
1,6,75.1,60.4,73.7,290.8,0,Paid,0,1,No
0,6,79.9,67.9,85.3,229.4,1,Not Applicable,0,0,No
1,13,68.9,56.5,71.8,1250.7,1,Not Applicable,0,0,No
0,11,57.0,41.0,44.9,619.6,0,Not Applicable,0,0,Yes
0,15,86.0,66.0,89.1,3822.6,0,Paid,0,1,No
1,7,78.8,70.2,85.1,316.4,0,Not Applicable,0,0,No
0,17,65.4,45.8,64.8,2284.1,1,Not Applicable,1,0,No
0,11,52.9,45.1,42.1,2848.2,0,Not Applicable,0,0,Yes
0,17,50.5,24.9,44.1,3086.2,1,Not Applicable,0,0,Yes
0,12,77.2,65.3,69.0,2934.3,1,Not Applicable,0,0,Yes
0,12,92.5,94.1,90.9,1831.4,1,Not Applicable,0,0,No
1,12,68.7,43.4,54.9,1411.2,0,Partial,0,1,Yes
0,9,62.8,46.1,38.0,538.2,1,Paid,0,1,No
1,13,70.2,60.5,64.0,421.6,1,Not Applicable,0,0,No
0,6,84.3,60.8,71.8,1072.8,1,Not Applicable,0,0,Yes
1,15,81.3,67.9,69.5,541.1,1,Not Applicable,1,0,No
1,6,82.9,66.7,74.9,1544.1,1,Paid,0,1,No
0,9,60.4,46.0,54.8,795.2,0,Paid,0,1,Yes
1,5,70.1,63.4,65.9,4658.1,0,Not Applicable,0,0,Yes
1,10,73.9,59.7,64.1,7110.0,1,Not Applicable,0,0,No
1,17,65.3,69.7,68.1,2238.8,0,Paid,0,1,Yes
0,14,60.1,56.2,53.9,6780.0,1,Paid,0,1,Yes
1,15,63.4,51.7,63.5,2845.1,1,Paid,0,1,No
1,15,74.5,69.3,68.5,472.9,1,Not Applicable,0,0,No
0,11,58.7,46.4,50.8,4485.1,1,Not Applicable,0,0,No
0,17,71.5,51.1,72.1,319.2,1,Paid,1,1,No
0,6,81.6,68.2,90.2,7805.2,1,Not Applicable,1,0,No
0,15,73.0,56.5,44.2,2730.3,0,Not Applicable,0,0,No
1,11,69.8,54.7,51.9,3144.9,1,Not Applicable,0,0,Yes
0,15,100.0,86.6,95.2,1769.9,1,Not Applicable,0,0,No
0,8,92.0,82.2,90.2,106.8,1,Paid,1,1,No
1,17,91.1,90.8,80.5,1117.4,0,Not Applicable,0,0,No
0,7,71.1,59.9,46.5,149.6,1,Not Applicable,1,0,No
0,10,83.4,62.5,79.6,2575.7,0,Partial,0,1,No
1,10,76.6,67.1,74.1,1128.7,1,Not Applicable,0,0,Yes
0,7,90.2,84.6,80.3,170.7,1,Paid,0,1,No
0,12,48.6,28.8,45.5,2801.7,1,Paid,0,1,No
0,8,63.2,42.4,57.7,2058.6,1,Not Applicable,1,0,Yes
1,15,87.2,71.8,75.3,8349.8,1,Partial,1,1,No
1,11,84.8,76.0,74.5,5573.3,1,Partial,0,1,No
1,8,69.4,54.5,50.6,5358.3,0,Not Applicable,0,0,No
0,14,87.0,74.6,67.6,1445.6,1,Not Applicable,0,0,No
1,8,72.0,61.6,68.9,648.8,1,Not Applicable,0,0,No
1,8,73.0,78.4,78.3,381.7,1,Not Applicable,0,0,No
0,7,61.8,50.4,68.1,795.9,0,Paid,1,1,No
1,7,100.0,84.1,84.9,2092.3,1,Not Applicable,0,0,No
1,17,68.7,64.2,66.8,379.8,1,Paid,0,1,No
0,8,72.9,66.8,62.4,1466.1,1,Not Applicable,0,0,No
0,12,49.2,42.9,53.4,5295.5,1,Paid,0,1,Yes
0,10,51.0,33.8,38.2,3911.6,0,Not Applicable,0,0,Yes
0,10,71.6,65.3,68.8,6127.1,0,Paid,0,1,Yes
1,11,55.9,65.8,58.4,2828.5,1,Not Applicable,0,0,Yes
1,11,78.1,70.3,73.0,1932.8,1,Not Applicable,1,0,No
0,10,92.1,86.6,82.3,1119.4,1,Not Applicable,1,0,No
1,10,75.0,56.2,60.3,622.6,0,Not Applicable,0,0,No
1,14,65.8,61.5,58.5,533.9,1,Unpaid,0,1,Yes
0,10,85.2,80.8,71.9,473.0,1,Not Applicable,1,0,No
1,13,99.4,89.3,95.9,880.3,1,Not Applicable,0,0,No
1,8,61.9,39.5,40.7,773.9,1,Not Applicable,1,0,No
0,13,72.0,53.2,65.1,204.4,0,Not Applicable,0,0,Yes
0,9,71.4,58.4,65.1,249.7,1,Not Applicable,0,0,No
0,14,84.0,74.1,59.5,1808.2,1,Not Applicable,1,0,Yes
0,6,81.6,67.3,68.5,1806.2,1,Not Applicable,1,0,No
0,9,63.9,42.7,56.5,4784.8,1,Not Applicable,0,0,Yes
0,9,66.4,48.4,54.8,1744.0,0,Paid,1,1,Yes
0,7,81.8,74.7,88.3,1115.5,1,Not Applicable,0,0,No
1,7,85.5,88.9,74.0,841.8,1,Partial,0,1,No
0,13,100.0,97.8,98.8,2546.7,1,Not Applicable,1,0,No
0,16,74.4,51.2,54.7,1254.7,0,Partial,0,1,No
1,13,81.3,73.0,67.8,2302.1,1,Not Applicable,0,0,No
1,6,57.5,52.9,57.5,764.9,1,Not Applicable,0,0,Yes
0,7,80.5,74.5,58.4,866.4,0,Not Applicable,0,0,No
0,9,78.7,71.4,58.3,2773.9,0,Unpaid,0,1,No
1,16,81.8,57.2,61.5,183.3,1,Not Applicable,0,0,No
0,12,64.6,55.3,67.8,951.8,1,Not Applicable,1,0,No
0,8,58.9,49.8,46.4,4413.1,1,Not Applicable,0,0,Yes
0,12,84.8,68.6,73.3,2924.0,1,Not Applicable,0,0,No
0,7,78.7,63.8,81.6,5954.0,0,Unpaid,0,1,Yes
0,13,75.6,64.2,76.2,1768.7,1,Paid,0,1,No
0,11,88.2,78.8,81.1,330.4,0,Not Applicable,0,0,Yes
1,13,83.9,65.1,72.2,4024.8,1,Not Applicable,0,0,No
1,13,63.5,64.9,65.9,2263.6,1,Unpaid,1,1,No
1,17,66.4,54.0,52.1,2536.0,1,Partial,1,1,No
0,11,83.6,67.7,79.4,347.7,1,Paid,0,1,No
0,11,88.2,62.2,85.3,520.3,1,Partial,1,1,No
1,8,39.9,41.1,42.5,5931.6,0,Paid,0,1,Yes
1,10,57.2,70.0,46.5,7006.7,0,Paid,0,1,Yes
0,13,58.9,43.0,42.4,975.9,0,Paid,0,1,Yes
0,11,73.3,79.9,65.6,302.0,1,Not Applicable,0,0,No
0,13,69.0,60.7,68.4,2734.9,1,Paid,0,1,No
0,8,70.4,43.9,54.9,669.5,0,Not Applicable,0,0,No
0,15,76.3,60.7,53.3,2516.8,1,Not Applicable,0,0,No
1,8,74.6,51.0,62.5,611.1,0,Not Applicable,0,0,No
0,13,90.2,68.5,77.9,3969.4,1,Not Applicable,0,0,No
1,14,100.0,79.4,83.4,3992.4,1,Not Applicable,1,0,No
1,16,79.7,84.0,79.4,2518.1,1,Not Applicable,0,0,No
0,13,90.2,72.0,71.5,1173.4,1,Paid,0,1,No
1,12,84.3,59.1,80.9,1373.4,1,Not Applicable,0,0,No
1,13,61.2,59.0,70.6,4836.4,1,Paid,0,1,No
0,13,74.1,59.4,55.0,2189.2,1,Not Applicable,0,0,No
0,12,61.1,58.5,60.8,2062.3,1,Paid,0,1,No
0,14,60.7,63.0,59.0,9761.1,1,Paid,0,1,Yes
1,9,70.8,57.3,75.8,544.7,0,Not Applicable,0,0,Yes
1,9,46.4,39.6,53.7,2330.5,0,Unpaid,0,1,Yes
0,10,66.4,59.7,64.0,4741.4,1,Unpaid,0,1,Yes
0,15,77.4,51.2,62.9,116.4,1,Unpaid,0,1,No
0,15,64.0,53.2,61.5,3929.5,0,Unpaid,1,1,Yes
0,9,73.0,68.1,57.6,1473.1,1,Not Applicable,0,0,No
1,16,78.0,64.8,77.5,4269.3,1,Partial,1,1,No
1,16,89.8,75.9,86.1,2540.4,1,Not Applicable,0,0,No
1,14,56.5,57.6,49.8,2359.6,0,Not Applicable,0,0,Yes
1,18,88.9,95.3,83.5,2047.4,0,Paid,0,1,No
1,8,74.3,56.3,68.2,1774.5,1,Paid,0,1,No
1,15,55.2,39.8,40.8,1341.6,0,Paid,0,1,Yes
1,16,97.6,90.2,97.2,730.3,1,Not Applicable,0,0,No
0,7,77.6,77.2,71.3,4578.0,1,Partial,0,1,No
1,14,87.8,79.3,78.8,719.5,1,Paid,0,1,No
0,5,75.4,56.7,55.8,7751.6,0,Not Applicable,0,0,No
0,9,74.6,58.5,64.3,1905.3,1,Not Applicable,1,0,No
0,7,94.5,83.0,85.1,2724.7,1,Not Applicable,0,0,No
0,7,43.1,49.8,50.7,2072.3,0,Not Applicable,0,0,Yes
1,5,97.5,86.3,94.1,780.3,1,Paid,0,1,No
0,13,55.1,56.0,66.2,1818.4,1,Partial,1,1,Yes
1,8,84.7,84.5,85.4,2072.8,0,Paid,0,1,No
0,9,97.8,68.4,86.9,1930.6,0,Not Applicable,0,0,Yes
0,11,91.6,82.7,68.9,405.1,1,Paid,0,1,No
0,11,85.6,89.7,90.4,4246.4,1,Partial,0,1,No
1,17,71.0,58.2,58.4,8134.3,1,Not Applicable,1,0,Yes
1,8,55.3,46.1,46.6,466.5,0,Not Applicable,0,0,Yes
0,12,62.8,48.0,47.4,1918.9,0,Paid,0,1,No
0,11,68.1,63.3,82.8,2320.4,1,Paid,1,1,No
1,15,83.5,70.8,56.3,1080.5,1,Paid,0,1,No
0,11,73.1,53.8,56.5,2355.5,1,Not Applicable,1,0,Yes
0,15,74.0,70.0,78.8,2143.9,0,Unpaid,0,1,No
0,15,72.0,63.3,65.2,325.8,1,Partial,1,1,No
0,7,72.5,51.1,66.1,6841.8,1,Not Applicable,0,0,No
0,13,89.7,71.8,89.1,2259.7,0,Paid,0,1,No
0,10,65.3,58.1,54.5,601.7,0,Not Applicable,0,0,Yes
1,12,89.2,62.4,84.7,1648.9,0,Not Applicable,0,0,No
1,14,78.4,59.6,75.4,3621.5,0,Paid,0,1,No
1,13,100.0,90.7,65.9,1531.0,1,Not Applicable,0,0,No
1,13,86.6,64.1,75.8,1298.2,1,Not Applicable,1,0,No
1,8,94.1,90.6,92.8,1601.6,1,Not Applicable,1,0,No
1,6,95.0,88.4,83.6,2397.1,1,Not Applicable,0,0,No
1,18,88.8,75.1,72.6,1455.1,0,Paid,0,1,No
0,7,70.1,75.5,76.6,1143.2,1,Paid,0,1,No
0,15,82.0,84.4,91.4,739.5,1,Not Applicable,1,0,No
1,7,81.6,81.5,81.8,5899.5,1,Not Applicable,1,0,No
1,13,65.8,57.8,52.2,462.7,0,Not Applicable,0,0,No
1,15,84.3,73.2,76.1,1959.1,1,Partial,1,1,No
1,10,80.7,77.0,92.9,2215.2,1,Not Applicable,1,0,No
0,12,94.1,100.0,99.5,2429.1,1,Paid,0,1,No
0,6,70.3,62.1,57.2,446.6,1,Not Applicable,0,0,No
1,7,89.8,63.7,83.6,1872.6,1,Not Applicable,0,0,No
0,9,81.2,45.3,72.8,1996.8,1,Not Applicable,0,0,Yes
0,9,86.4,74.9,80.3,8319.9,1,Not Applicable,0,0,No
1,6,100.0,79.0,97.6,556.5,1,Paid,0,1,No
0,14,70.0,54.7,55.7,2720.6,0,Paid,0,1,Yes
1,14,97.8,91.6,84.5,448.1,1,Paid,1,1,No
1,12,80.1,71.8,57.5,2454.6,1,Paid,0,1,No
0,6,70.7,62.2,65.8,3242.5,1,Not Applicable,0,0,No
0,16,66.4,59.6,74.2,1417.1,1,Paid,0,1,No
0,5,75.9,61.3,62.2,4646.3,1,Not Applicable,0,0,Yes
1,8,89.9,84.0,100.0,1427.3,1,Not Applicable,1,0,No
0,16,82.0,53.9,59.9,1286.9,1,Not Applicable,0,0,No
0,11,66.2,64.9,63.2,859.8,0,Not Applicable,0,0,No
1,7,100.0,80.8,82.0,8616.5,1,Not Applicable,0,0,No
0,17,77.2,77.8,75.6,211.1,1,Not Applicable,1,0,No
0,12,74.2,68.8,68.0,141.2,1,Not Applicable,0,0,No
0,17,91.2,83.2,86.9,343.8,1,Paid,0,1,No
0,9,83.0,83.0,85.8,1195.3,1,Not Applicable,0,0,No
1,12,65.1,45.7,56.1,3765.0,1,Paid,0,1,No
0,17,87.6,75.5,73.5,3279.4,1,Not Applicable,1,0,No
0,12,81.4,60.1,72.0,1621.3,1,Not Applicable,0,0,No
1,7,60.7,43.7,65.4,4970.2,0,Not Applicable,0,0,Yes
1,15,71.2,64.7,64.8,4515.2,0,Not Applicable,0,0,No
0,10,86.5,90.4,79.2,244.5,1,Not Applicable,0,0,No
1,11,98.4,90.2,97.9,559.2,1,Unpaid,0,1,No
1,7,94.7,96.0,91.7,951.6,1,Partial,0,1,No
0,8,88.8,73.2,87.5,3852.5,0,Paid,0,1,No
1,15,76.2,56.4,61.3,1288.9,1,Not Applicable,1,0,No
1,17,63.1,51.6,66.5,1383.6,1,Paid,1,1,Yes
0,13,58.1,44.7,53.2,532.8,1,Paid,0,1,Yes
1,16,70.5,68.2,56.0,690.4,1,Paid,1,1,No
1,10,56.7,37.1,50.8,423.7,0,Not Applicable,0,0,Yes
1,15,93.5,83.0,96.9,774.3,1,Paid,0,1,No
0,5,76.5,71.3,64.1,919.1,1,Partial,0,1,Yes
0,15,68.9,66.1,61.8,2853.1,1,Not Applicable,1,0,No
1,17,78.8,57.2,69.0,172.2,1,Paid,0,1,No
0,17,91.3,76.4,95.9,5275.8,1,Partial,1,1,No
1,6,69.0,67.3,64.2,1248.6,1,Not Applicable,0,0,Yes
0,14,67.0,44.7,60.1,2004.2,1,Not Applicable,0,0,No
0,15,74.5,68.8,60.2,1377.8,1,Partial,0,1,No
1,10,76.4,52.0,53.1,1945.5,1,Paid,1,1,No
1,13,67.3,45.9,50.1,1097.9,1,Not Applicable,1,0,No
0,6,72.4,57.9,64.7,708.8,1,Not Applicable,1,0,No
0,14,58.6,50.2,48.0,1875.0,1,Paid,0,1,Yes
1,16,66.3,62.4,65.5,4126.2,0,Unpaid,0,1,Yes
1,6,80.0,75.9,71.1,1149.9,0,Paid,0,1,No
1,9,66.1,71.5,55.2,902.8,1,Partial,0,1,Yes
0,7,79.5,72.2,62.2,644.1,1,Not Applicable,1,0,No
0,16,71.1,58.7,64.6,690.0,0,Partial,1,1,No
1,15,70.2,72.3,77.4,3609.0,1,Paid,0,1,Yes
1,17,52.3,54.8,64.5,4871.6,1,Paid,1,1,No
0,10,93.0,90.9,94.1,1719.7,1,Not Applicable,0,0,No
1,10,90.4,86.0,96.2,455.9,0,Paid,0,1,Yes
0,11,60.2,34.5,36.9,346.1,1,Not Applicable,0,0,Yes
0,13,61.4,57.4,59.9,4567.2,1,Paid,0,1,No
1,12,60.7,59.4,66.4,229.2,0,Paid,0,1,Yes
0,15,66.3,68.5,54.3,3464.7,1,Not Applicable,1,0,No
1,15,53.3,48.9,46.6,6105.6,1,Not Applicable,0,0,No
0,6,94.0,82.8,87.0,795.7,1,Not Applicable,0,0,No
0,10,88.4,82.7,82.1,623.0,1,Paid,0,1,No
1,7,63.4,49.4,51.1,5698.8,1,Not Applicable,0,0,Yes
0,16,85.3,68.5,77.7,1125.0,0,Not Applicable,0,0,No
1,12,47.2,30.6,35.0,872.0,0,Not Applicable,0,0,Yes
0,12,86.4,78.9,75.7,512.7,1,Paid,1,1,No
1,15,72.4,55.7,58.0,635.5,1,Not Applicable,0,0,No
0,11,62.7,47.6,47.7,3224.0,0,Not Applicable,0,0,Yes
1,6,80.1,73.6,77.3,455.4,1,Partial,0,1,No
1,8,84.0,80.2,74.5,627.4,1,Paid,0,1,No
1,14,93.1,72.1,71.9,2729.3,1,Not Applicable,1,0,No
1,15,93.0,77.2,78.8,2767.8,1,Not Applicable,0,0,No
0,11,83.3,61.4,64.6,946.6,1,Partial,0,1,No
0,8,54.1,48.1,52.0,755.5,0,Paid,0,1,No
1,16,77.3,65.4,66.9,475.8,1,Not Applicable,0,0,No
1,16,85.5,70.1,76.0,2787.4,0,Not Applicable,0,0,No
0,18,62.3,51.4,60.4,2983.3,1,Not Applicable,0,0,No
0,13,96.0,69.4,82.9,1376.8,1,Unpaid,0,1,No
1,6,92.2,87.0,100.0,746.4,1,Partial,1,1,No
1,15,82.2,67.2,73.8,7291.7,1,Not Applicable,0,0,No
1,15,84.1,49.1,73.5,1960.9,1,Partial,0,1,No
0,11,83.8,74.1,81.3,3981.5,1,Paid,0,1,No
0,16,89.9,81.7,82.4,932.3,1,Not Applicable,0,0,No
0,7,100.0,89.5,88.3,3177.7,1,Paid,0,1,No
0,13,86.2,70.7,61.3,9754.4,0,Unpaid,0,1,Yes
1,12,86.2,59.1,77.1,2742.2,1,Not Applicable,1,0,No
1,13,91.0,83.0,81.2,845.1,1,Paid,0,1,No
0,13,84.7,82.9,86.7,958.8,1,Not Applicable,1,0,No
0,13,51.5,38.0,34.9,12016.8,1,Not Applicable,0,0,Yes
0,10,65.7,63.5,63.3,9454.1,0,Not Applicable,0,0,Yes
1,17,44.1,33.5,31.3,452.2,0,Not Applicable,0,0,Yes
0,6,95.5,80.4,88.3,996.0,1,Not Applicable,1,0,No
0,9,92.5,84.2,75.0,747.9,1,Not Applicable,0,0,No
1,10,85.3,63.7,72.9,3723.7,1,Paid,0,1,No
1,7,83.3,77.5,71.9,343.5,1,Not Applicable,0,0,No
1,9,89.3,67.7,78.4,972.9,1,Not Applicable,1,0,No
0,13,68.1,54.6,55.3,1369.8,1,Not Applicable,1,0,Yes
0,17,81.7,66.6,67.4,1841.5,1,Paid,0,1,No
0,13,71.5,64.3,68.0,2808.1,1,Not Applicable,0,0,No
1,10,83.9,85.3,94.4,2724.6,1,Paid,0,1,No
1,12,88.3,83.0,76.1,350.6,1,Paid,0,1,No
1,7,52.9,49.8,54.2,10395.1,1,Not Applicable,1,0,Yes
0,12,69.2,70.7,65.4,2587.7,0,Not Applicable,0,0,No
1,17,85.6,74.7,89.5,1488.0,1,Paid,0,1,No
0,14,77.0,75.8,71.9,176.0,1,Paid,1,1,No
0,7,55.3,46.0,40.2,4014.3,1,Not Applicable,1,0,Yes
0,9,100.0,94.1,96.7,126.8,1,Partial,0,1,No
1,11,66.5,49.8,55.6,2246.4,1,Unpaid,1,1,No
0,6,96.0,77.2,83.1,638.9,1,Unpaid,0,1,No
1,17,69.7,43.1,58.4,4765.4,1,Not Applicable,1,0,No
1,9,71.6,47.1,61.5,248.3,0,Not Applicable,0,0,No
0,8,79.8,76.5,70.2,4559.9,0,Paid,0,1,No
1,8,81.2,57.6,62.3,780.2,1,Not Applicable,1,0,No
0,11,73.7,58.0,79.1,1266.7,1,Paid,0,1,No
0,17,54.5,63.0,48.1,5518.6,0,Paid,0,1,Yes
1,7,65.6,51.7,54.0,4915.8,0,Not Applicable,0,0,Yes
1,9,72.8,84.7,70.3,4449.8,1,Not Applicable,0,0,No
0,11,55.9,58.1,59.5,2622.3,1,Not Applicable,0,0,Yes
1,10,71.3,71.5,62.8,498.0,0,Paid,1,1,Yes
1,8,49.7,45.0,42.3,433.7,1,Paid,1,1,No
0,11,77.7,72.7,84.2,4016.7,1,Not Applicable,0,0,No
0,16,73.6,65.7,66.8,1248.2,0,Not Applicable,0,0,Yes
1,6,71.0,56.7,69.6,1119.1,1,Not Applicable,0,0,No
0,14,94.3,76.1,77.2,2700.0,1,Not Applicable,0,0,No
1,7,66.1,55.0,51.5,2047.6,0,Paid,0,1,No
1,17,58.4,55.4,53.3,4130.8,1,Paid,0,1,Yes
0,8,67.2,66.5,62.4,390.6,1,Not Applicable,0,0,No
1,8,79.8,81.5,62.9,4256.1,0,Not Applicable,0,0,Yes
0,16,77.9,57.7,68.1,1026.6,1,Unpaid,0,1,No
1,14,72.7,44.2,62.1,2260.0,1,Paid,0,1,Yes
0,16,69.2,49.7,65.2,921.5,1,Paid,0,1,No
1,13,76.7,82.4,77.4,1995.6,1,Not Applicable,0,0,No
0,15,54.6,46.7,53.9,6118.2,1,Not Applicable,1,0,Yes
1,15,80.7,50.8,59.9,868.1,1,Paid,0,1,No
0,15,61.2,60.6,53.5,4742.0,0,Not Applicable,0,0,No
0,7,85.0,57.8,67.3,2857.3,1,Not Applicable,1,0,No
0,6,82.9,66.2,76.8,2669.7,1,Not Applicable,0,0,No
1,9,82.7,68.2,78.4,2066.3,1,Not Applicable,0,0,No
0,11,86.9,54.4,68.6,5503.1,1,Not Applicable,0,0,No
1,8,87.1,69.2,66.3,1458.4,1,Paid,0,1,No
1,17,75.0,67.7,73.6,4293.8,1,Not Applicable,0,0,No
1,15,93.0,89.7,74.8,1333.0,0,Not Applicable,0,0,No
0,12,80.1,52.3,67.7,2247.5,1,Paid,0,1,No
1,12,85.3,57.7,68.9,1010.7,1,Paid,0,1,No
0,17,69.0,49.4,64.6,130.4,1,Not Applicable,0,0,Yes
1,16,73.9,51.8,66.2,2183.2,1,Paid,0,1,No
1,16,68.4,51.3,54.4,2027.4,1,Not Applicable,0,0,No
0,9,91.9,81.3,71.1,1897.5,1,Paid,0,1,No
0,10,69.1,62.4,63.5,352.9,1,Partial,1,1,No
0,13,84.2,55.5,62.4,1285.3,1,Paid,1,1,No
0,9,66.2,59.6,54.2,1523.6,1,Not Applicable,0,0,No
1,16,76.1,61.8,78.5,4186.6,1,Paid,0,1,No
0,13,82.1,59.8,82.8,4191.2,0,Partial,0,1,Yes
1,12,59.3,48.6,59.6,1998.4,1,Paid,0,1,No
0,11,86.3,67.2,67.2,389.6,0,Paid,0,1,No
1,16,82.9,59.1,77.6,417.3,1,Not Applicable,1,0,No
1,12,62.2,74.4,68.0,743.3,0,Paid,0,1,Yes
1,7,80.7,72.1,76.0,3019.2,1,Not Applicable,0,0,No
0,13,81.3,68.2,89.9,1480.4,1,Not Applicable,1,0,No
1,8,100.0,84.5,97.5,1745.0,1,Unpaid,0,1,No
0,6,85.7,73.3,67.4,1988.7,1,Paid,0,1,No
0,14,93.5,77.0,73.5,2507.2,1,Paid,1,1,No
1,16,98.5,83.7,91.8,439.8,1,Paid,0,1,No
1,11,69.4,53.2,61.8,154.9,1,Paid,0,1,Yes
0,16,69.0,59.7,55.5,569.9,0,Paid,0,1,Yes
1,17,69.3,52.3,71.7,1151.5,1,Paid,0,1,No
1,13,80.8,84.5,84.0,2461.2,1,Paid,0,1,No
0,15,82.0,62.9,72.6,439.0,1,Paid,0,1,No
0,14,75.6,65.6,56.4,1354.9,1,Not Applicable,0,0,No
1,16,53.2,37.0,41.4,5191.1,0,Not Applicable,0,0,Yes
0,15,53.2,37.1,41.7,2481.0,1,Not Applicable,0,0,Yes
1,9,83.4,81.2,86.6,2050.2,1,Paid,0,1,No
1,7,93.7,83.4,85.1,2885.6,1,Not Applicable,0,0,No
1,10,97.5,78.7,73.6,171.8,1,Not Applicable,1,0,No
0,7,62.5,53.6,61.5,364.3,0,Not Applicable,0,0,Yes
1,6,70.6,66.0,71.1,2474.2,0,Paid,0,1,No
0,12,50.7,39.8,50.7,5544.2,1,Not Applicable,0,0,Yes
0,12,69.2,46.5,59.4,2533.7,1,Paid,0,1,No
0,11,73.0,59.2,76.8,1954.7,0,Paid,0,1,Yes
1,18,83.0,68.7,72.3,684.7,1,Paid,1,1,No
1,7,63.1,50.3,53.9,3421.9,0,Not Applicable,0,0,Yes
0,9,82.8,66.6,76.3,2994.1,1,Not Applicable,1,0,No
0,5,71.6,64.2,72.3,325.2,1,Not Applicable,1,0,No
0,7,65.9,57.1,67.4,2947.4,1,Paid,0,1,No
0,18,89.9,77.8,70.1,461.2,1,Not Applicable,1,0,No
1,11,74.3,59.9,66.2,3200.2,0,Not Applicable,0,0,Yes
1,9,84.0,78.9,87.8,2790.2,1,Paid,0,1,No
1,11,65.5,44.6,60.0,5193.7,0,Not Applicable,0,0,Yes
1,10,53.7,43.5,47.7,3624.3,1,Not Applicable,1,0,Yes
1,16,79.2,68.7,66.9,1340.5,0,Partial,1,1,No
0,12,64.7,47.3,71.0,1960.5,0,Unpaid,0,1,No
0,6,71.4,68.8,74.4,4672.8,0,Not Applicable,0,0,Yes
0,10,90.3,81.1,88.8,1433.6,1,Not Applicable,0,0,No
0,13,73.0,83.0,76.8,992.1,1,Not Applicable,1,0,No
1,6,89.4,67.2,78.5,997.6,1,Paid,0,1,No
1,17,64.2,47.4,48.2,5378.0,0,Not Applicable,0,0,No
